PINCODE,BR_CITY,STATE,REGION,OFFICE_CODE,OFFICE_NAME,END_MILE_TAT,STANDARD
246275,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,5,Y
246276,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,5,Y
246277,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,5,Y
246278,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,5,Y
246279,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,5,Y
246285,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
246401,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
246419,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
246421,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
246422,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
246424,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
246425,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
246426,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
246427,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
246431,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
246435,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
246439,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
246440,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
246441,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
246442,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
246443,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
246445,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
246446,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
246448,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
246449,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
246453,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
246455,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
246469,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
246471,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
246472,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
246473,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
246474,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
246475,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
246481,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
246482,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
246483,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
246486,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
246487,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
246488,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
246495,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
246723,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
246724,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
246727,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
246729,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
246732,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
246735,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
246736,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
246737,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
246745,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
246746,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
246749,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
246764,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
247002,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
247120,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
247122,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
247129,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
247231,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
247232,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
247340,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
247342,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
247343,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
247451,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
247452,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
247453,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
247551,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
247552,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
247658,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,2,Y
247668,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,2,Y
247669,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
247670,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,2,Y
247671,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,2,Y
247771,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
247772,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
247773,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
247775,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
247778,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
248123,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,2,Y
248124,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
248158,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,2,Y
248159,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,2,Y
248165,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,2,Y
248196,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,2,Y
248199,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
249121,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
249122,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
249123,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
249124,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,2,Y
249125,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
249126,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,2,Y
249127,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
249128,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
249130,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,2,Y
249131,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,2,Y
249132,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,2,Y
249135,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
249136,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
249137,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,2,Y
249146,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,2,Y
249151,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,2,Y
249152,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
249165,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,2,Y
249171,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,2,Y
249180,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,2,Y
249181,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
249186,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
249194,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,2,Y
249196,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,2,Y
249199,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,2,Y
249301,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
249302,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
249304,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
249306,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
250106,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
250205,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
250221,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
250222,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
250223,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
250341,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
250344,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
250345,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
250402,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
250404,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
250406,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
250501,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
250606,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
250615,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
250617,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
250619,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
250620,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
250621,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
250622,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
250623,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
250625,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
250626,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
251301,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
251306,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
251310,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
251316,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
251319,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
251320,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
261121,LUCKNOW,UTTAR PRADESH,GHAZIABAD RO,U152,IP DISPATCH LUCKNOW BRANCH,3,Y
261131,LUCKNOW,UTTAR PRADESH,GHAZIABAD RO,U152,IP DISPATCH LUCKNOW BRANCH,3,Y
261135,LUCKNOW,UTTAR PRADESH,GHAZIABAD RO,U152,IP DISPATCH LUCKNOW BRANCH,3,Y
261141,LUCKNOW,UTTAR PRADESH,GHAZIABAD RO,U152,IP DISPATCH LUCKNOW BRANCH,3,Y
261151,LUCKNOW,UTTAR PRADESH,GHAZIABAD RO,U152,IP DISPATCH LUCKNOW BRANCH,3,Y
261201,LUCKNOW,UTTAR PRADESH,GHAZIABAD RO,U152,IP DISPATCH LUCKNOW BRANCH,3,Y
261202,LUCKNOW,UTTAR PRADESH,GHAZIABAD RO,U152,IP DISPATCH LUCKNOW BRANCH,3,Y
261204,LUCKNOW,UTTAR PRADESH,GHAZIABAD RO,U152,IP DISPATCH LUCKNOW BRANCH,3,Y
261205,LUCKNOW,UTTAR PRADESH,GHAZIABAD RO,U152,IP DISPATCH LUCKNOW BRANCH,3,Y
261208,LUCKNOW,UTTAR PRADESH,GHAZIABAD RO,U152,IP DISPATCH LUCKNOW BRANCH,3,Y
261301,LUCKNOW,UTTAR PRADESH,GHAZIABAD RO,U152,IP DISPATCH LUCKNOW BRANCH,3,Y
261302,LUCKNOW,UTTAR PRADESH,GHAZIABAD RO,U152,IP DISPATCH LUCKNOW BRANCH,3,Y
261303,LUCKNOW,UTTAR PRADESH,GHAZIABAD RO,U152,IP DISPATCH LUCKNOW BRANCH,3,Y
261304,LUCKNOW,UTTAR PRADESH,GHAZIABAD RO,U152,IP DISPATCH LUCKNOW BRANCH,3,Y
261401,LUCKNOW,UTTAR PRADESH,GHAZIABAD RO,U152,IP DISPATCH LUCKNOW BRANCH,3,Y
261402,LUCKNOW,UTTAR PRADESH,GHAZIABAD RO,U152,IP DISPATCH LUCKNOW BRANCH,3,Y
261502,LUCKNOW,UTTAR PRADESH,GHAZIABAD RO,U152,IP DISPATCH LUCKNOW BRANCH,3,Y
261505,LUCKNOW,UTTAR PRADESH,GHAZIABAD RO,U152,IP DISPATCH LUCKNOW BRANCH,3,Y
262121,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
262123,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
262124,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
262202,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
262203,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
262302,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
262305,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
262406,GHAZIABAD,UTTAR PRADESH,GHAZIABAD RO,U151,IP DISPATCH GHAZIABAD BRANCH,3,Y
262520,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,5,Y
262521,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,5,Y
262522,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,5,Y
262523,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
262524,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
262525,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
262526,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,5,Y
262527,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,5,Y
262528,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,5,Y
262529,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
262530,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
262532,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,5,Y
262533,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,6,Y
262534,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,6,Y
262540,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,5,Y
262541,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,5,Y
262542,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,5,Y
262543,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,5,Y
262544,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,5,Y
262546,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,6,Y
262547,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,6,Y
262550,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,5,Y
262551,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,5,Y
262552,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,5,Y
262553,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,5,Y
262554,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,5,Y
262555,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,6,Y
262561,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,5,Y
262572,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,5,Y
262576,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,5,Y
262580,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,5,Y
262702,LUCKNOW,UTTAR PRADESH,GHAZIABAD RO,U152,IP DISPATCH LUCKNOW BRANCH,3,Y
262723,LUCKNOW,UTTAR PRADESH,GHAZIABAD RO,U152,IP DISPATCH LUCKNOW BRANCH,3,Y
262724,LUCKNOW,UTTAR PRADESH,GHAZIABAD RO,U152,IP DISPATCH LUCKNOW BRANCH,3,Y
262726,LUCKNOW,UTTAR PRADESH,GHAZIABAD RO,U152,IP DISPATCH LUCKNOW BRANCH,3,Y
262727,LUCKNOW,UTTAR PRADESH,GHAZIABAD RO,U152,IP DISPATCH LUCKNOW BRANCH,3,Y
262728,LUCKNOW,UTTAR PRADESH,GHAZIABAD RO,U152,IP DISPATCH LUCKNOW BRANCH,3,Y
262801,LUCKNOW,UTTAR PRADESH,GHAZIABAD RO,U152,IP DISPATCH LUCKNOW BRANCH,3,Y
262904,LUCKNOW,UTTAR PRADESH,GHAZIABAD RO,U152,IP DISPATCH LUCKNOW BRANCH,3,Y
262905,LUCKNOW,UTTAR PRADESH,GHAZIABAD RO,U152,IP DISPATCH LUCKNOW BRANCH,3,Y
262907,LUCKNOW,UTTAR PRADESH,GHAZIABAD RO,U152,IP DISPATCH LUCKNOW BRANCH,3,Y
262908,LUCKNOW,UTTAR PRADESH,GHAZIABAD RO,U152,IP DISPATCH LUCKNOW BRANCH,3,Y
263127,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
263128,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
263150,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
263156,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
263157,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
263158,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
263619,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,4,Y
263621,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
263622,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
263623,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
263624,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
263625,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
263626,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
263628,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
263629,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
263630,DEHRADUN,UTTARAKHAND,GHAZIABAD RO,U154,IP DISPATCH DEHRADUN BRANCH,3,Y
